player_id,x_bin,y_bin,point_count,standard_event_points,freeze_frame_points,density
3083,8,2,18,5,13,0.026587887740029542
3083,8,3,14,5,9,0.0206794682422452
3083,8,4,14,4,10,0.0206794682422452
3083,8,5,6,4,2,0.008862629246676515
3083,8,6,5,3,2,0.007385524372230428
3083,8,7,14,3,11,0.0206794682422452
3083,9,0,29,13,16,0.04283604135893648
3083,9,1,24,7,17,0.03545051698670606
3083,9,2,15,5,10,0.022156573116691284
3083,9,3,16,5,11,0.023633677991137372
3083,9,4,21,7,14,0.0310192023633678
3083,9,5,24,8,16,0.03545051698670606
3083,9,6,6,3,3,0.008862629246676515
3083,9,7,10,6,4,0.014771048744460856
3083,10,0,19,4,15,0.028064992614475627
3083,10,1,16,6,10,0.023633677991137372
3083,10,2,15,7,8,0.022156573116691284
3083,10,3,6,1,5,0.008862629246676515
3083,10,4,1,1,0,0.0014771048744460858
3083,10,5,17,5,12,0.025110782865583457
3083,10,6,2,0,2,0.0029542097488921715
3083,10,7,6,3,3,0.008862629246676515
3083,11,0,13,3,10,0.019202363367799114
3083,11,1,3,3,0,0.004431314623338257
3083,11,2,18,6,12,0.026587887740029542
3083,11,3,7,6,1,0.0103397341211226
3083,11,4,7,6,1,0.0103397341211226
3083,11,5,5,1,4,0.007385524372230428
3083,11,7,11,3,8,0.01624815361890694
3090,0,0,2,1,1,0.0008133387555917039
3090,0,1,12,2,10,0.004880032533550223
3090,0,2,13,3,10,0.005286701911346075
3090,0,3,13,8,5,0.005286701911346075
3090,0,4,19,10,9,0.0077267181781211875
3090,0,5,17,5,12,0.0069133794225294835
3090,0,6,2,1,1,0.0008133387555917039
3090,0,7,4,2,2,0.0016266775111834079
3090,1,0,11,6,5,0.004473363155754371
3090,1,1,39,11,28,0.015860105734038225
3090,1,2,22,6,16,0.008946726311508743
3090,1,3,17,6,11,0.0069133794225294835
3090,1,4,38,11,27,0.015453436356242375
3090,1,5,16,3,13,0.0065067100447336315
3090,1,6,3,1,2,0.0012200081333875558
3090,1,7,8,4,4,0.0032533550223668157
3090,2,0,20,8,12,0.008133387555917039
3090,2,1,53,14,39,0.021553477023180154
3090,2,2,105,31,74,0.04270028466856446
3090,2,3,73,19,54,0.029686864579097194
3090,2,4,47,17,30,0.01911346075640504
3090,2,5,42,14,28,0.01708011386742578
3090,2,6,17,7,10,0.0069133794225294835
3090,2,7,6,3,3,0.0024400162667751117
3090,3,0,18,9,9,0.0073200488003253355
3090,3,1,101,30,71,0.04107360715738105
3090,3,2,138,45,93,0.05612037413582757
3090,3,3,65,30,35,0.026433509556730378
3090,3,4,92,30,62,0.03741358275721838
3090,3,5,58,26,32,0.023586823912159414
3090,3,6,35,9,26,0.014233428222854819
3090,3,7,7,6,1,0.0028466856445709637
3090,4,0,40,26,14,0.016266775111834077
3090,4,1,94,32,62,0.03822692151281008
3090,4,2,125,46,79,0.0508336722244815
