player_name,team,position,minutes,vaep_off_p90,vaep_def_p90,vaep_per_touch,xt_p90,final_player_rating,team_rank
Heung-Min Son,South Korea,Left Wing,389.65,0.37931984318479,0.005267446983435206,0.0037928230223753215,0.07808657742075056,0.2081616277904931,1
Jin-Su Kim,South Korea,Left Back,340.68333333333334,0.21378882185119263,0.0023898288964537516,0.002358260113103127,0.041424995053971396,0.09834821773477412,2
Moon-Hwan Kim,South Korea,Right Back,389.65,0.1685483791195733,-0.02850804401097899,0.0010121817209249445,0.04585633505407111,0.07844197303798288,3
In-Beom Hwang,South Korea,Left Defensive Midfield,360.1166666666667,0.1148468997396008,-0.008762415582103791,0.0006169701359794999,0.06138462987583215,0.04937261252287227,4
Woo-Young Jung,South Korea,Left Defensive Midfield,317.91666666666663,0.016270927555259773,-0.014973939850811665,8.452931687285664e-06,0.04983936504682287,0.02003253156359845,5
Young-Gwon Kim,South Korea,Left Center Back,373.18333333333334,0.04545672921749013,0.00673004193195069,0.0003913046657314076,0.023080448668403787,0.013382456860772954,6
Seung-Gyu Kim,South Korea,Goalkeeper,389.65,-0.008545586113481517,-0.1829589299258017,-0.0032135975312104523,0.0035310481416393267,-0.07675419926008688,7
Daniel Olmo Carvajal,Spain,Left Wing,388.25,0.5193206960375778,0.0353861649134868,0.0034530213045414595,0.07218111542332997,0.25541928430698563,1
Pedro González López,Spain,Left Center Midfield,372.4,0.17992122242802616,-0.00036945433793707016,0.0005919882995728125,0.10510393152303679,0.12361672414247728,2
Rodrigo Hernández Cascante,Spain,Right Center Back,413.95,0.11004147108381072,-0.0672358200550382,0.0001077625691379942,0.04959667179082281,0.014684452156672996,3
Aymeric Laporte,Spain,Left Center Back,316.93333333333334,0.05302338110489131,-0.012579421697418033,0.00012172876418051788,0.024927859789597814,0.008923916232275328,4
Sergio Busquets i Burgos,Spain,Center Defensive Midfield,379.2833333333333,-0.03912413019737827,-0.015425915039129335,-0.0003188460932468289,0.046432893086104494,0.0031555493201000494,5
Unai Simón Mendibil,Spain,Goalkeeper,413.95,-0.01140597074339622,-0.11356739107484262,-0.0015008042681943711,0.0006540339140883553,-0.05815782443204846,6
Breel-Donald Embolo,Switzerland,Center Forward,330.15,0.2953523071350548,0.0166787468415809,0.003906600397056741,0.01109940347529037,0.19382893073715285,1
Ricardo Iván Rodríguez Araya,Switzerland,Left Back,380.23333333333335,0.08406096054851254,-0.06002445082825849,0.00018133893279030286,0.044410437342033315,0.045704813164891334,2
Granit Xhaka,Switzerland,Left Defensive Midfield,386.58333333333337,0.06942612219875503,-0.013149641576933963,0.00036514853083337247,0.048743666900491846,0.03450612401380712,3
Remo Freuler,Switzerland,Right Defensive Midfield,346.05,0.0759883549791653,-0.029140709142742003,0.00043404626082180133,0.02043334128525555,0.028740151612621376,4
Manuel Obafemi Akanji,Switzerland,Left Center Back,386.58333333333337,0.05701640294217324,-0.026151403791979225,0.00019758063015089426,0.010568021814301203,0.006278509242815287,5
Christian Pulisic,United States,Left Wing,336.31666666666666,0.49637203716411477,0.030774854225858902,0.003924043500574841,0.11394163990811207,0.2495722030316429,1
Timothy Weah,United States,Right Wing,317.8833333333333,0.4248626143972087,0.04157477749784263,0.004393264383019414,0.018152192077290352,0.2230391197249684,2
Yunus Dimoara Musah,United States,Right Center Midfield,364.8666666666667,0.1375605878392442,-0.01948458277024951,0.0008751167658509148,0.04603322244301622,0.1004548112414245,3
Antonee Robinson,United States,Left Back,386.26666666666665,0.22101084864662437,-0.034829800995092385,0.0012583645262093629,0.08451261555881227,0.09581510412392877,4
Sergino Dest,United States,Right Back,307.56666666666666,0.13300619428478616,-0.030454573404886894,0.0005773651875397098,0.09846860942205543,0.07407151131206215,5
Tyler Adams,United States,Center Defensive Midfield,391.2,0.018909150926196095,-0.049893202959186506,-0.00019834660702513254,0.03470556998889345,0.008151206924254598,6
Tim Ream,United States,Left Center Back,391.2,0.05179798623832283,-0.05291004212981785,-6.866102663397297e-06,0.002978207505470617,-0.0035887368917695466,7
Walker Zimmerman,United States,Right Center Back,310.06666666666666,0.00691112251661878,-0.10715799270623087,-0.0005606640130494057,0.003936332448954351,-0.02925070528126384,8
Matthew Charles Turner,United States,Goalkeeper,391.2,-0.027156576384660614,-0.09851371135376609,-0.002030657437557725,0.002786538592899523,-0.05805062896358831,9
