layout,timing,target,model,fold,test_matches,test_rows,positive_rate,log_loss,brier,roc_auc,pr_auc,ece
Player-Aware,Retrospective,box_entry,Logistic Regression,1,13,1966,0.3158697863682604,0.4073578726376899,0.13223335656244994,0.8775652652814443,0.7747401695509751,0.04614254576251698
Player-Aware,Retrospective,box_entry,Random Forest,1,13,1966,0.3158697863682604,0.37619396325696147,0.11957203106854981,0.8954510353249645,0.8129694967835616,0.040354069526483204
Player-Aware,Retrospective,box_entry,Gradient Boosting,1,13,1966,0.3158697863682604,0.3745898465245087,0.1184810974316863,0.8970996533951116,0.8117161271320545,0.03498720514134788
Player-Aware,Retrospective,box_entry,Histogram Gradient Boosting,1,13,1966,0.3158697863682604,0.36735798338751574,0.11731109237555952,0.8997970655316703,0.8145658775014016,0.022992510064452115
Player-Aware,Retrospective,box_entry,XGBoost,1,13,1966,0.3158697863682604,0.36251911520957947,0.11569839715957642,0.901539069374854,0.8215951227912778,0.01982138977819031
Player-Aware,Retrospective,box_entry,Logistic Regression,2,13,1945,0.3038560411311054,0.37548398005029465,0.11969495013808232,0.8892471263936895,0.7984240290876612,0.011980229372697281
Player-Aware,Retrospective,box_entry,Random Forest,2,13,1945,0.3038560411311054,0.36768876044865756,0.11560388185694825,0.8956266698658109,0.8111511945865292,0.03153887961106012
Player-Aware,Retrospective,box_entry,Gradient Boosting,2,13,1945,0.3038560411311054,0.3643738073428957,0.11430652557184585,0.899440649626225,0.8134350131135849,0.03340033871120904
Player-Aware,Retrospective,box_entry,Histogram Gradient Boosting,2,13,1945,0.3038560411311054,0.3534128643403493,0.1113640997829801,0.9017312868807593,0.8229032911107435,0.015312353548628864
Player-Aware,Retrospective,box_entry,XGBoost,2,13,1945,0.3038560411311054,0.3564358055591583,0.11216171830892563,0.9009202538321,0.8184456321916499,0.017009629136798928
Player-Aware,Retrospective,box_entry,Logistic Regression,3,13,1975,0.30278481012658226,0.4153843062486558,0.1333824105216906,0.870904710205648,0.7518276572957117,0.04392818120854715
Player-Aware,Retrospective,box_entry,Random Forest,3,13,1975,0.30278481012658226,0.3812901470750816,0.12087959532736106,0.8877194132948609,0.7944274115812069,0.031093610993372236
Player-Aware,Retrospective,box_entry,Gradient Boosting,3,13,1975,0.30278481012658226,0.3827993064049409,0.12211614979661918,0.8861212514238942,0.7873382155726765,0.023719428504488757
Player-Aware,Retrospective,box_entry,Histogram Gradient Boosting,3,13,1975,0.30278481012658226,0.36392123233192714,0.11780157696501532,0.896647746178863,0.806108304310845,0.02455230793746203
Player-Aware,Retrospective,box_entry,XGBoost,3,13,1975,0.30278481012658226,0.36333855986595154,0.11676402390003204,0.8971990877361722,0.8060618096055852,0.02903213901987559
Player-Aware,Retrospective,box_entry,Logistic Regression,4,13,1934,0.3247156153050672,0.3970850916888369,0.12432658239797516,0.8856051443118971,0.8123624646694392,0.03632231929516116
Player-Aware,Retrospective,box_entry,Random Forest,4,13,1934,0.3247156153050672,0.3762029920457889,0.11897163180906398,0.8971796022278362,0.822150843994727,0.03252602636075427
Player-Aware,Retrospective,box_entry,Gradient Boosting,4,13,1934,0.3247156153050672,0.37458680013686946,0.1173426948848578,0.8968247968708849,0.829868838719956,0.027845753826985883
Player-Aware,Retrospective,box_entry,Histogram Gradient Boosting,4,13,1934,0.3247156153050672,0.36061489974149363,0.11382209654143781,0.9039294388466753,0.8348868535780024,0.02414701366459342
Player-Aware,Retrospective,box_entry,XGBoost,4,13,1934,0.3247156153050672,0.3617728054523468,0.11365536600351334,0.903455145775012,0.835669416257141,0.018640595521958937
Player-Aware,Retrospective,box_entry,Soft Vote: All,0,12,1865,0.33351206434316355,0.36748095511779266,0.11684482575687787,0.901731367684758,0.8412262270653252,0.02691482760011747
Player-Aware,Retrospective,box_entry,Soft Vote: All,1,13,1966,0.3158697863682604,0.364453336763199,0.11579792352656232,0.9023998946416919,0.8222621935525143,0.03693549852142524
Player-Aware,Retrospective,box_entry,Soft Vote: All,2,13,1945,0.3038560411311054,0.3551366950770337,0.11161928081852972,0.9029784532637519,0.8227874724180073,0.024374261096472446
Player-Aware,Retrospective,box_entry,Soft Vote: All,3,13,1975,0.30278481012658226,0.36822696586119796,0.11736713804477085,0.8949208569839431,0.8021635981130697,0.0164513812904899
Player-Aware,Retrospective,box_entry,Soft Vote: All,4,13,1934,0.3247156153050672,0.36203429704116047,0.11364105536384338,0.9037636191609524,0.8390503003097171,0.023690860004599492
Player-Aware,Retrospective,box_entry,Soft Vote: Boosting,0,12,1865,0.33351206434316355,0.3674206447879087,0.11674650888790843,0.9017753438548477,0.8412704655434211,0.025397389656393893
Player-Aware,Retrospective,box_entry,Soft Vote: Boosting,1,13,1966,0.3158697863682604,0.3640560301081196,0.11573443906827875,0.901648019443397,0.8207069536758933,0.02541451780435399
Player-Aware,Retrospective,box_entry,Soft Vote: Boosting,2,13,1945,0.3038560411311054,0.3548309702829044,0.11137414304815052,0.9026947791465783,0.8217657042993819,0.017792841216140116
Player-Aware,Retrospective,box_entry,Soft Vote: Boosting,3,13,1975,0.30278481012658226,0.36662563112362084,0.11755720932835163,0.8955219892986304,0.8033119383560035,0.022019747313261496
Player-Aware,Retrospective,box_entry,Soft Vote: Boosting,4,13,1934,0.3247156153050672,0.36222538354928613,0.11371550207005558,0.9035429326674536,0.8370336599217459,0.022575105272306543
Player-Aware,Retrospective,box_entry,Soft Vote: LR + XGB,0,12,1865,0.33351206434316355,0.3718117920160437,0.11863312482608597,0.8983387355040316,0.833020165444022,0.017422650832947004
Player-Aware,Retrospective,box_entry,Soft Vote: LR + XGB,1,13,1966,0.3158697863682604,0.3697582325065038,0.1187494222466724,0.8980718232374933,0.8127058638944452,0.022836917507982214
Player-Aware,Retrospective,box_entry,Soft Vote: LR + XGB,2,13,1945,0.3038560411311054,0.35883600826805134,0.11347606626348299,0.8996368471433891,0.8159121815750164,0.016876392000025185
Player-Aware,Retrospective,box_entry,Soft Vote: LR + XGB,3,13,1975,0.30278481012658226,0.3737260605042375,0.11981364425520111,0.891140402649354,0.7933679977983947,0.02124478544476459
Player-Aware,Retrospective,box_entry,Soft Vote: LR + XGB,4,13,1934,0.3247156153050672,0.3670854620277144,0.11522441082977544,0.9000704733664321,0.8342020300422598,0.022032284424958484
