player_id,uncertainty_low_v3,uncertainty_high_v3,uncertainty_std_v3,bootstrap_rank_best_v3,bootstrap_rank_worst_v3,uncertainty_status_v3
11456,1.116964164,6.624492752,1.739963875,3,96,wide
5503,3.111496704,13.8993411,3.210011593,1,14,moderate
29560,1.092420036,6.191729561,1.577468965,3,99,wide
2995,0.8412359468,5.717540622,1.486065567,4,141,wide
27886,0.7483030532,4.103892358,1.020692079,9,159,wide
19597,0.2717242394,4.357135146,1.264052027,8,290,wide
7006,0,0.9374133156,0.307976187,115,466,wide
28268,0,0.2262996645,0.07186911515,306,465,wide
5507,0.2099386169,2.663972351,0.761906156,24,325,wide
7797,0.7484404588,3.36709078,0.7925483524,15,153,wide
29201,0.2294581755,2.543765653,0.6962163232,27,309,wide
28263,0.02661554808,0.3735602079,0.1007371157,241,440,wide
26404,-0.03752084304,0,0.01253196163,444,538,wide
38718,0.2665721714,1.521759245,0.3800658628,62,299,wide
27768,-0.05036688553,0.7808841203,0.2689398058,144,543,wide
3090,-0.2487814791,0.4911536914,0.2328662299,209,553,wide
7161,-0.06267819622,0.009602848062,0.02360643611,442,545,wide
20572,-0.0002026628531,0.9792798629,0.3192813902,109,510,wide
16308,0.02737942831,0.4229026946,0.1201997156,222,435,wide
227697,0,1.069593372,0.3552862679,101,474,wide
9980,0.0212045846,0.4908036674,0.1456289559,211,452,wide
33492,0.01529259901,1.806107439,0.5582005639,50,452,wide
33477,0.05220509432,0.9664398706,0.2838876483,117,415,wide
5490,0.07656003045,1.087672402,0.3094034681,100,406,wide
8346,0.1219365008,1.862849505,0.4991652848,46,366,wide
5481,0.1758978555,1.469314622,0.407149725,66,331,wide
8859,0,0.2245840871,0.07079562341,314,470,wide
5479,0.07722241555,0.9955712137,0.3005268397,110,410,wide
28370,0,0.8189668852,0.2516885834,140,469,wide
33572,0,0.07942800731,0.02683850757,389,482,wide
15957,-0.09445145572,0.7935746089,0.285716691,144,549,wide
3281,-0.004609151036,0.1842153419,0.0599343795,332,518,wide
33488,-0.06587788003,0.5296007554,0.1945973163,199,546,wide
33495,-0.2142880458,1.545561035,0.55329495,62,553,wide
22293,-0.0003852001711,1.104553643,0.3493111329,101,514,wide
3289,0,4.893232963,1.611385367,6,470,wide
3457,0,2.555240235,0.8022070078,25,463,wide
16559,0.08382014145,0.5792428844,0.161840127,183,400,wide
5630,0,1.516163598,0.4829023709,66,472,wide
5633,0,1.853127442,0.6080011005,49,466,wide
3089,0.189266715,2.136902133,0.6394360825,36,334,wide
3621,0,0.6884418379,0.2216522475,158,465,wide
5632,0,1.205174161,0.4110052558,85,473,wide
3176,0.02328301322,0.6136989347,0.1947434764,175,449,wide
6989,0.01431283561,0.2299241189,0.06504741253,309,453,wide
48347,0,0.6807536313,0.2159633301,168,472,wide
2954,0.008079947095,0.1214829807,0.03489511476,367,460,wide
5642,0.029489589,0.3338205711,0.09931582935,262,447,wide
3077,0.03911490251,0.4326629627,0.1318102445,224,438,wide
20005,-0.07699954139,0.376729157,0.1365707568,242,545,wide
6331,0,0.4307951343,0.1234910629,229,468,wide
3280,0.6007719835,5.241980053,1.498863299,4,189,wide
3202,0.07583306177,1.567189214,0.4773649126,61,419,wide
4320,0,5.862281629,1.761986811,3,451,wide
29976,0,2.84871741,0.9011361893,19,437,wide
25305,0,1.710939644,0.562753219,50,470,wide
10595,0.3441303225,4.923411764,1.42663998,6,255,wide
25363,0.1088989791,1.810330567,0.5114248537,48,368,wide
25154,0,0.807936095,0.2785947055,139,479,wide
18395,0.4372597027,3.693420325,1.08364601,11,233,wide
25104,0.5315428602,3.223269438,0.8261930638,15,187,wide
6945,0.003271277936,0.6331483617,0.2109139924,167,463,wide
13620,0.0711242882,1.42180202,0.422034612,70,411,wide
4324,0,0.4561202215,0.1503438,219,472,wide
22600,0.2059550094,2.658436565,0.7269742513,25,335,wide
11183,-0.02529747063,0.06260842021,0.02633143678,406,535,wide
3063,-0.03404267428,0.8413235256,0.2851848534,132,536,wide
25142,0,1.987988597,0.6586677717,40,471,wide
9904,0.08510978283,1.264370966,0.3764031463,82,409,wide
11493,0,0.9408509112,0.3179393459,118,479,wide
3247,0,0.36840373,0.1270339688,253,483,wide
5539,0.1193695478,1.81170666,0.5279135924,48,374,wide
3295,0.03807287978,0.7753154215,0.225239825,145,431,wide
4372,0,1.071336826,0.3344924277,100,467,wide
11174,0,2.140426675,0.6765083856,35,449,wide
3499,0,1.518320675,0.4451578441,65,431,wide
3551,0,1.06798854,0.3394543381,100,441,wide
4935,0,1.101609363,0.3170224353,99,433,wide
16015,0,0.4935195327,0.1691667123,207,476,wide
30016,-0.02632484396,0.3775608058,0.1361896622,244,533,wide
13454,-0.1153970367,0.2876643079,0.1224231177,284,550,wide
16346,0,0.5296009673,0.1491792849,198,437,wide
3141,0,0.5709451619,0.1831980318,183,457,wide
12623,0,0.4970179001,0.1606238111,208,476,wide
8591,-0.05963372723,0.004159445467,0.02151084717,443,545,wide
28966,0,0.196621331,0.06006528452,332,478,wide
7472,0,1.476083135,0.4735521211,64,476,wide
7426,0,2.120050563,0.6473053581,41,477,wide
74588,0,0.7451748954,0.2569532192,152,485,wide
7551,0,0.5433525545,0.1873602948,196,486,wide
23640,0,5.534698088,1.630578557,5,442,wide
16459,0,1.601734506,0.468878219,60,443,wide
12365,0,3.138701327,0.8830673056,17,444,wide
24024,0,2.920836263,0.8130344993,20,445,wide
9922,0,0.8034912804,0.2253865699,137,446,wide
44703,0,2.907201963,0.9047203454,19,447,wide
16120,0,1.23248995,0.3601110351,88,456,wide
29758,0,0.382498366,0.1104038545,244,452,wide
12770,0,0.4645329918,0.141967301,211,461,wide
11187,0,0.6731646084,0.2005586002,171,479,wide
31684,-0.005376804363,0.2716494516,0.08779279193,288,516,wide
16252,0,0.1080657429,0.03701306604,378,489,wide
